height_cm,weight_kg,body fat_%,sit-ups counts,broad jump_cm
169.9,72.3,14.2,62.0,225.0
181.2,77.2,19.5,31.0,232.0
182.4,84.9,18.2,44.0,243.0
152.6,46.3,24.9,15.0,141.0
174.3,70.8,11.6,53.0,231.0
166.2,52.9,10.6,13.0,155.0
155.5,49.3,28.4,20.0,120.0
172.0,61.0,15.0,41.0,230.0
172.3,72.3,9.8,72.0,236.0
168.1,60.1,9.9,32.0,222.0
168.5,69.3,17.9,41.0,203.0
164.2,64.0,29.7,47.0,175.0
170.7,71.5,14.9,61.0,239.0
170.7,87.6,28.0,58.0,195.0
169.1,66.9,24.9,53.0,196.0
176.2,73.1,17.5,49.0,226.0
173.9,64.92,14.5,42.0,204.0
161.2,49.8,24.4,35.0,158.0
165.5,65.7,32.0,26.0,172.0
164.4,62.1,31.5,33.0,177.0
176.0,87.8,21.6,52.0,254.0
157.4,52.3,23.8,31.0,143.0
169.3,69.1,16.9,37.0,190.0
167.1,74.9,41.7,21.0,131.0
151.5,78.0,40.0,30.0,166.0
174.5,89.8,31.6,39.0,175.0
157.8,61.4,34.8,25.0,157.0
161.5,46.0,23.8,20.0,132.0
167.1,58.8,28.0,45.0,166.0
169.4,70.5,26.5,25.0,132.0
189.0,95.9,13.5,48.0,242.0
173.9,64.0,15.2,55.0,252.0
176.8,77.9,15.7,49.0,217.0
168.9,75.7,14.4,64.0,251.0
154.0,59.6,40.8,0.0,116.0
148.0,42.0,22.8,26.0,155.0
169.0,67.4,14.5,48.0,198.0
160.1,59.6,28.5,46.0,183.0
167.7,65.4,14.8,48.0,180.0
179.1,81.6,22.9,58.0,232.0
170.8,72.9,16.2,51.0,190.0
167.7,67.8,22.4,55.0,174.0
177.5,94.6,27.3,30.0,200.0
178.8,68.6,12.9,43.0,246.0
155.5,57.4,33.7,14.0,131.0
173.7,66.82,13.3,32.0,219.0
159.1,56.2,32.2,30.0,168.0
177.3,70.8,18.8,56.0,196.0
170.8,78.3,34.3,42.0,192.0
181.3,74.9,12.0,52.0,178.0
162.4,60.4,32.6,12.0,129.0
183.9,76.1,21.0,48.0,202.0
168.2,76.6,16.1,55.0,227.0
173.3,90.9,29.5,30.0,218.0
160.6,57.2,24.0,45.0,185.0
150.3,60.7,39.8,20.0,145.0
166.7,64.0,23.4,49.0,206.0
174.0,70.7,14.1,57.0,235.0
167.1,59.5,21.9,58.0,195.0
152.6,52.8,31.2,10.0,123.0
167.0,65.7,19.1,43.0,223.0
178.7,88.2,23.1,49.0,220.0
173.8,53.6,12.9,48.0,231.0
155.2,61.2,32.7,37.0,140.0
177.5,86.6,24.8,43.0,237.0
187.9,80.8,9.5,58.0,230.0
174.4,75.4,18.5,30.0,173.0
178.8,76.7,13.2,52.0,261.0
163.1,60.9,31.2,40.0,163.0
170.1,66.7,17.4,56.0,238.0
178.0,94.9,27.0,31.0,215.0
160.9,67.9,40.8,13.0,146.0
162.0,53.8,29.0,25.0,140.0
177.7,76.3,16.4,56.0,232.0
175.3,95.4,28.0,44.0,178.0
165.3,62.5,29.2,55.0,184.0
161.1,70.5,34.4,9.0,148.0
173.5,67.7,11.1,45.0,210.0
181.0,77.9,13.5,65.0,255.0
153.2,53.4,34.0,43.0,187.0
174.1,68.3,9.3,61.0,203.0
167.3,63.3,12.4,56.0,277.0
173.1,73.5,22.2,16.0,180.0
172.2,73.2,22.7,28.0,188.0
173.0,65.6,13.1,52.0,220.0
183.0,74.9,15.1,42.0,220.0
178.6,79.5,21.1,57.0,233.0
162.7,53.3,20.2,42.0,158.0
168.8,70.9,25.5,33.0,201.0
170.5,66.6,12.4,52.0,261.0
166.6,57.56,25.2,45.0,174.0
174.4,69.3,18.0,55.0,242.0
175.0,77.0,20.3,57.0,226.0
164.3,71.2,32.6,21.0,156.0
151.8,50.2,32.0,5.0,130.0
183.5,79.2,19.2,59.0,240.0
173.5,80.7,24.6,41.0,222.0
175.0,71.0,19.7,57.0,233.0
163.8,63.5,26.6,48.0,205.0
158.0,65.02,33.0,19.0,118.0
154.9,59.4,32.3,13.0,120.0
177.8,76.4,15.8,46.0,244.0
175.2,86.0,34.0,0.0,170.0
174.6,92.3,25.3,29.0,185.0
174.1,68.9,18.0,42.0,207.0
151.9,60.6,37.6,28.0,134.0
172.7,82.7,29.8,30.0,215.0
163.4,68.7,34.3,27.0,157.0
171.1,75.2,22.4,54.0,238.0
166.7,58.6,22.4,27.0,124.0
170.6,69.4,17.3,55.0,228.0
151.0,60.0,24.7,6.0,47.0
159.9,61.9,37.4,10.0,101.0
166.1,66.3,38.8,28.0,130.0
175.4,69.5,14.6,54.0,249.0
162.8,53.0,27.4,28.0,125.0
179.7,65.3,11.4,40.0,186.0
178.4,71.0,14.6,60.0,208.0
161.4,57.46,9.0,33.0,178.0
166.1,68.8,25.9,23.0,153.0
176.0,86.8,27.5,49.0,202.0
184.6,69.9,13.1,58.0,244.0
174.9,70.2,23.1,43.0,201.0
160.9,67.2,37.0,32.0,163.0
163.1,58.2,12.4,57.0,227.0
178.2,77.9,17.3,51.0,228.0
170.4,63.8,27.2,41.0,168.0
172.4,68.5,12.0,55.0,220.0
176.0,79.5,23.7,56.0,225.0
176.5,80.62,20.7,48.0,211.0
159.8,57.1,24.4,30.0,143.0
170.8,81.8,25.1,31.0,215.0
158.0,52.4,30.2,22.0,116.0
170.3,73.1,26.0,38.0,210.0
169.4,66.3,30.1,31.0,153.0
179.8,74.9,27.0,28.0,176.0
167.2,68.6,20.1,39.0,165.0
175.0,81.5,22.3,33.0,214.0
167.4,59.8,22.0,19.0,184.0
143.7,54.6,36.6,20.0,120.0
171.8,72.0,22.8,35.0,210.0
163.2,68.94,23.1,27.0,165.0
151.0,50.2,28.5,13.0,131.0
165.6,60.4,27.1,29.0,166.0
165.6,68.64,23.3,49.0,188.0
161.8,54.76,18.2,33.0,163.0
166.3,67.4,24.1,38.0,181.0
169.0,63.4,27.6,61.0,212.0
158.3,52.3,32.8,43.0,170.0
170.7,69.4,24.2,52.0,230.0
169.4,76.1,24.3,28.0,168.0
172.8,78.8,19.3,59.0,228.0
167.7,67.7,25.1,29.0,200.0
172.4,98.9,35.6,31.0,152.0
183.2,94.42,21.2,51.0,235.0
166.0,67.6,23.0,33.0,163.0
155.3,60.0,32.2,48.0,200.0
165.6,58.0,26.2,39.0,171.0
149.0,52.7,36.4,1.0,93.0
176.0,79.2,27.8,28.0,212.0
161.5,52.0,17.9,25.0,163.0
151.9,58.3,29.9,19.0,131.0
179.6,78.6,16.3,58.0,248.0
163.3,61.8,23.5,35.0,175.0
171.7,73.8,17.9,44.0,228.0
177.4,62.7,23.4,49.0,213.0
154.4,52.3,31.7,18.0,133.0
188.6,90.3,17.2,59.0,242.0
155.9,71.0,44.1,24.0,138.0
158.3,51.1,31.0,12.0,120.0
163.3,70.4,34.1,50.0,219.0
177.3,74.4,19.3,54.0,217.0
175.2,74.7,20.3,39.0,199.0
170.3,75.8,17.9,51.0,216.0
174.9,65.2,12.9,62.0,234.0
174.8,94.1,24.0,35.0,234.0
175.2,73.9,11.7,52.0,225.0
169.0,74.5,24.9,43.0,230.0
167.1,61.3,18.4,52.0,223.0
181.3,64.8,10.1,51.0,256.0
168.4,52.06,26.2,37.0,151.0
171.8,64.5,17.6,35.0,183.0
165.2,57.8,10.1,42.0,199.0
157.3,58.3,28.3,23.0,153.0
176.3,66.5,15.6,50.0,218.0
168.3,66.58,22.3,34.0,167.0
156.7,49.6,29.5,31.0,145.0
175.2,83.6,22.8,36.0,232.0
161.2,51.2,23.8,45.0,174.0
184.1,86.9,19.0,62.0,242.0
166.6,66.9,17.1,57.0,240.0
157.5,48.0,22.3,38.0,180.0
156.2,63.5,34.3,28.0,166.0
184.4,87.4,15.2,53.0,231.0
173.0,73.6,11.9,59.0,255.0
183.0,86.7,18.7,51.0,227.0
166.0,60.7,28.7,28.0,159.0
174.6,85.1,26.4,45.0,208.0
170.6,70.7,21.4,42.0,217.0
159.1,55.3,27.9,34.0,162.0
174.3,99.12,39.0,19.0,174.0
154.5,51.9,29.0,19.0,140.0
170.9,85.2,26.0,48.0,206.0
171.3,70.4,22.1,45.0,196.0
167.7,50.1,16.9,34.0,174.0
166.4,58.04,27.4,42.0,175.0
174.3,58.5,11.0,46.0,216.0
171.8,69.1,16.1,39.0,178.0
179.4,81.36,25.3,56.0,215.0
151.8,58.8,46.9,16.0,105.0
156.3,70.4,37.6,40.0,164.0
171.0,70.5,20.4,32.0,218.0
169.2,65.4,19.3,68.0,211.0
163.0,49.6,24.6,39.0,187.0
167.5,67.5,28.2,42.0,179.0
158.5,48.1,26.0,28.0,156.0
168.1,60.7,24.9,33.0,188.0
161.4,63.0,18.2,39.0,205.0
174.1,61.2,7.9,51.0,231.0
168.1,85.6,28.0,52.0,202.0
180.3,102.4,32.8,23.0,160.0
145.8,58.6,45.8,10.0,50.0
169.3,60.18,23.3,33.0,166.0
159.6,51.2,24.7,37.0,207.0
156.0,46.8,20.2,42.0,179.0
176.6,70.8,8.8,55.0,248.0
160.0,109.2,50.6,0.0,159.0
155.6,51.5,23.6,24.0,158.0
173.6,72.3,16.5,51.0,212.0
177.6,74.5,78.4,59.0,235.0
167.9,64.3,38.1,18.0,97.0
165.8,61.6,34.9,29.0,151.0
166.0,54.9,23.5,46.0,167.0
157.8,57.1,37.9,48.0,155.0
175.5,72.6,7.4,55.0,251.0
176.3,62.7,24.1,45.0,168.0
170.0,73.8,22.7,50.0,204.0
178.5,94.1,24.0,40.0,221.0
167.7,61.1,28.3,21.0,172.0
186.2,80.5,16.1,40.0,254.0
177.3,98.0,21.9,45.0,223.0
172.0,56.7,11.6,55.0,238.0
172.8,59.8,19.6,32.0,171.0
161.1,55.9,32.8,3.0,122.0
163.3,62.7,24.3,38.0,167.0
184.7,85.0,18.3,55.0,266.0
166.9,73.8,23.1,39.0,215.0
167.6,65.3,25.7,58.0,193.0
164.0,58.0,31.0,40.0,160.0
173.0,70.4,13.0,64.0,238.0
174.9,58.5,16.7,39.0,207.0
158.9,59.4,32.9,17.0,120.0
151.8,40.3,18.4,33.0,160.0
174.7,90.1,21.6,66.0,230.0
171.7,83.8,17.9,63.0,217.0
161.4,68.86,33.8,16.0,121.0
167.6,66.4,16.1,38.0,235.0
174.5,71.2,16.6,32.0,135.0
171.1,60.3,19.0,53.0,215.0
175.6,60.4,17.8,38.0,195.0
180.2,79.9,16.5,50.0,245.0
165.0,57.1,16.2,24.0,211.0
161.8,56.9,26.0,38.0,135.0
157.9,53.2,22.7,47.0,171.0
159.3,52.7,30.6,32.0,157.0
164.8,64.1,30.0,26.0,156.0
174.4,70.8,24.3,44.0,168.0
178.4,84.9,23.4,42.0,192.0
153.0,56.9,40.2,22.0,160.0
176.1,78.2,16.7,57.0,218.0
173.6,63.8,22.3,40.0,175.0
173.2,65.8,25.0,37.0,176.0
160.9,50.5,26.9,30.0,133.0
152.5,48.1,35.7,47.0,158.0
180.1,82.8,20.9,51.0,199.0
148.9,43.4,23.5,36.0,129.0
159.9,50.2,28.2,35.0,150.0
176.5,69.3,12.7,58.0,253.0
158.9,52.6,29.6,23.0,137.0
140.5,49.6,32.1,19.0,152.0
179.8,76.1,14.2,58.0,229.0
169.0,68.6,12.4,55.0,239.0
167.9,61.0,21.1,55.0,188.0
164.8,34.5,34.5,38.0,175.0
166.2,67.0,21.2,37.0,188.0
153.3,52.3,23.8,38.0,166.0
164.2,68.96,21.3,20.0,163.0
171.1,71.3,30.6,10.0,164.0
168.0,66.0,22.2,24.0,227.0
176.9,79.6,28.2,42.0,193.0
161.8,68.9,22.1,61.0,202.0
160.0,67.6,30.7,35.0,139.0
176.7,77.2,9.3,60.0,288.0
175.1,71.4,18.4,57.0,241.0
179.2,81.4,25.2,46.0,197.0
170.7,90.5,36.2,33.0,188.0
174.2,85.9,31.5,35.0,222.0
176.4,75.1,23.7,41.0,196.0
179.7,90.0,29.3,50.0,216.0
168.5,74.5,23.5,45.0,205.0
172.2,70.5,20.2,46.0,207.0
168.6,95.0,37.7,8.0,147.0
152.3,57.6,34.6,12.0,150.0
182.9,91.28,23.8,37.0,219.0
172.5,81.9,21.0,50.0,226.0
180.0,75.4,16.8,37.0,217.0
162.5,60.8,30.8,42.0,172.0
177.3,86.4,20.1,63.0,248.0
155.9,51.2,20.4,28.0,150.0
146.7,51.24,28.6,27.0,137.0
162.4,52.9,22.5,39.0,142.0
159.0,54.2,27.9,14.0,112.0
167.2,70.2,26.5,42.0,197.0
187.4,76.1,11.5,52.0,237.0
166.3,55.2,24.2,47.0,173.0
172.0,87.1,26.0,36.0,188.0
160.1,52.7,30.7,47.0,188.0
175.6,65.7,9.8,61.0,240.0
184.6,79.0,22.6,45.0,194.0
171.4,65.7,10.7,62.0,256.0
164.9,66.3,19.2,40.0,181.0
157.0,61.1,34.8,21.0,124.0
162.4,58.3,17.4,37.0,198.0
176.0,80.5,12.0,61.0,245.0
169.0,53.3,19.8,32.0,149.0
161.0,65.8,34.4,15.0,108.0
176.4,81.6,24.0,44.0,170.0
169.5,58.2,15.4,45.0,211.0
175.6,77.0,15.0,35.0,218.0
162.0,62.7,24.6,41.0,191.0
181.5,70.1,13.2,46.0,226.0
170.7,72.0,14.0,59.0,237.0
168.0,60.7,18.2,55.0,222.0
176.8,73.4,22.1,27.0,168.0
180.9,71.9,24.9,45.0,199.0
157.8,58.5,21.6,47.0,167.0
158.2,64.2,33.0,27.0,136.0
168.7,54.9,11.9,42.0,190.0
171.0,81.7,26.5,28.0,203.0
170.2,68.0,32.8,37.0,181.0
155.0,49.7,33.5,36.0,155.0
168.1,60.1,18.0,42.0,195.0
168.3,64.9,18.0,25.0,224.0
170.0,63.8,29.3,38.0,160.0
163.4,75.0,33.2,39.0,172.0
176.9,78.3,12.9,54.0,248.0
166.5,66.3,22.7,42.0,203.0
160.8,60.2,21.0,43.0,158.0
163.7,56.3,21.9,41.0,172.0
168.8,68.4,26.7,32.0,207.0
154.4,48.9,27.2,23.0,135.0
168.1,64.1,18.9,41.0,198.0
181.9,88.8,23.0,46.0,228.0
171.9,94.7,37.5,41.0,184.0
181.4,88.74,26.1,56.0,195.0
178.0,67.4,17.6,58.0,229.0
169.8,58.2,24.5,53.0,151.0
170.0,64.6,12.9,44.0,194.0
174.1,75.9,20.7,37.0,183.0
185.6,84.4,15.8,49.0,228.0
155.4,50.0,28.5,20.0,134.0
167.8,82.7,27.28392,30.0,172.0
167.2,61.4,18.8,49.0,240.0
178.1,81.1,18.4,54.0,249.0
179.5,61.6,10.6,50.0,263.0
169.9,79.5,28.9,44.0,184.0
168.4,61.88,22.7,36.0,179.0
151.7,37.4,38.5,1.0,70.0
167.0,62.92,19.5,36.0,181.0
171.3,67.0,9.6,48.0,217.0
167.8,70.0,35.6,13.0,142.0
166.7,58.5,31.3,39.0,162.0
173.7,79.5,18.3,63.0,209.0
182.2,83.1,15.5,54.0,239.0
182.1,82.6,18.8,53.0,260.0
170.8,71.4,25.7,49.0,231.0
164.5,50.8,20.9,53.0,170.0
159.1,54.6,28.8,42.0,174.0
175.0,61.1,17.2,39.0,210.0
159.7,49.34,28.4,22.0,101.0
161.8,56.0,21.8,62.0,185.0
175.7,69.1,8.6,44.0,252.0
170.8,80.2,33.2,38.0,185.0
165.5,56.4,33.2,33.0,152.0
170.1,69.1,20.3,43.0,203.0
160.6,52.7,21.5,34.0,144.0
151.5,54.2,26.7,15.0,153.0
189.4,98.3,20.9,55.0,224.0
167.5,80.2,25.4,25.0,199.0
172.7,72.3,16.1,51.0,240.0
178.2,70.0,15.8,45.0,219.0
181.7,74.8,13.0,57.0,253.0
160.3,49.5,27.2,38.0,144.0
161.7,54.5,29.4,34.0,159.0
156.4,54.8,28.3,6.0,108.0
176.7,76.9,22.1,43.0,237.0
176.4,60.1,12.1,44.0,251.0
177.0,74.0,18.5,53.0,220.0
170.3,75.18,25.8,26.0,170.0
167.5,63.4,12.4,59.0,234.0
153.9,43.82,25.8,23.0,114.0
160.3,62.4,37.8,33.0,174.0
155.2,54.3,13.5,51.0,207.0
159.5,51.54,24.5,37.0,145.0
158.4,76.4,39.8,10.0,105.0
159.9,47.8,23.0,31.0,176.0
172.3,69.3,22.9,39.0,221.0
170.0,75.2,22.8,43.0,219.0
163.8,64.2,31.9,23.0,109.0
171.1,69.1,24.9,54.0,206.0
169.3,65.1,20.8,49.0,219.0
152.8,51.5,23.8,22.0,151.0
169.4,78.4,38.1,38.0,151.0
166.5,58.5,19.7,32.0,150.0
159.9,54.7,27.7,45.0,165.0
173.7,87.5,19.8,47.0,240.0
178.3,76.8,3.0,68.0,259.0
168.0,73.5,19.4,62.0,246.0
161.6,47.3,3.5,22.0,156.0
162.0,48.2,31.3,35.0,146.0
162.1,55.5,34.5,0.0,60.0
157.4,54.0,23.5,40.0,190.0
160.7,67.6,39.9,0.0,82.0
158.2,60.9,32.5,50.0,173.0
176.4,64.4,16.1,42.0,226.0
179.8,73.1,14.7,64.0,235.0
175.2,75.2,27.6,35.0,172.0
162.0,58.1,31.6,0.0,102.0
168.5,68.2,19.6,54.0,223.0
179.3,75.7,20.2,54.0,209.0
169.2,67.0,19.7,61.0,230.0
158.0,76.8,41.1,1.0,133.0
168.2,73.1,24.4,36.0,213.0
175.7,63.54,11.8,43.0,233.0
163.0,57.5,9.963,48.0,180.0
179.3,75.8,11.3,46.0,255.0
166.2,55.7,29.1,52.0,183.0
173.9,65.9,14.6,59.0,235.0
168.4,67.5,23.2,48.0,166.0
164.0,57.0,28.8,45.0,180.0
181.3,86.8,12.1,67.0,242.0
145.5,47.4,29.4,18.0,149.0
159.5,47.0,27.2,39.0,166.0
150.9,52.8,25.4,23.0,134.0
170.4,64.8,16.9,45.0,202.0
171.2,88.5,27.4,51.0,210.0
172.5,72.0,18.5,56.0,226.0
176.0,84.6,17.4,43.0,223.0
172.5,70.0,19.4,53.0,187.0
167.6,67.46,24.1,33.0,186.0
175.8,64.58,13.8,59.0,214.0
178.4,72.2,12.3,63.0,230.0
153.2,47.5,23.0,36.0,180.0
168.9,74.9,28.7,29.0,155.0
144.1,54.8,37.4,0.0,60.0
172.0,60.0,19.5,25.0,170.0
162.0,63.2,25.9,12.0,138.0
162.3,70.2,27.3,44.0,210.0
160.9,59.5,21.2,35.0,156.0
180.8,85.9,23.4,50.0,221.0
161.1,52.6,27.6,57.0,178.0
167.5,74.0,32.0,12.0,118.0
184.4,85.7,18.5,46.0,223.0
166.0,55.8,26.4,38.0,165.0
161.5,61.2,31.0,15.0,128.0
153.2,50.2,32.6,3.0,118.0
168.9,67.2,16.2,54.0,235.0
171.9,65.4,17.9,58.0,234.0
163.4,58.4,25.5,23.0,169.0
159.9,52.0,24.0,36.0,218.0
174.0,77.0,16.4,29.0,180.0
154.4,49.52,32.0,35.0,178.0
171.7,78.1,21.1,42.0,239.0
169.5,75.6,23.9,25.0,193.0
181.9,89.1,13.5,49.0,250.0
154.2,57.78,34.7,10.0,78.0
178.4,75.4,13.0,52.0,248.0
158.9,46.8,21.3,51.0,189.0
172.5,65.4,17.4,57.0,200.0
164.7,66.8,17.6,40.0,214.0
175.9,71.0,22.0,33.0,201.0
175.2,58.1,18.2,40.0,208.0
163.0,47.5,26.9,43.0,132.0
175.5,87.08,23.5,39.0,193.0
171.5,80.1,28.0,31.0,183.0
155.9,60.1,35.0,17.0,114.0
170.1,73.3,19.7,48.0,221.0
152.2,56.5,35.2,8.0,105.0
169.0,65.9,27.6,34.0,164.0
188.1,93.7,21.1,40.0,221.0
169.6,74.4,28.5,24.0,194.0
159.6,59.3,34.4,21.0,131.0
170.6,83.6,31.3,44.0,179.0
160.2,54.0,26.3,20.0,149.0
172.3,63.8,22.5,29.0,180.0
169.1,71.3,24.5,42.0,217.0
164.6,46.9,25.0,24.0,155.0
179.0,81.2,24.0,53.0,226.0
173.2,76.1,28.4,2.0,149.0
167.0,69.9,19.6,64.0,235.0
175.9,69.02,16.4,54.0,222.0
171.4,66.4,26.7,31.0,213.0
173.4,83.6,27.2,41.0,226.0
160.9,51.2,22.1,39.0,176.0
174.0,75.2,18.5,50.0,224.0
174.3,59.48,13.0,53.0,233.0
159.2,45.7,10.3,30.0,160.0
162.0,56.6,27.6,43.0,190.0
171.2,64.3,18.1,53.0,223.0
173.2,79.56,28.5,40.0,188.0
168.8,75.7,20.62151,57.0,212.0
172.8,67.9,19.3,31.0,218.0
171.2,63.74,19.6,44.0,201.0
177.0,70.0,16.4,49.0,222.0
173.0,75.7,20.3,33.0,220.0
183.0,91.5,14.2,52.0,218.0
174.6,77.7,20.3,47.0,251.0
157.7,44.9,18.4,30.0,165.0
159.6,47.2,22.5,8.0,142.0
176.4,71.7,17.9,56.0,210.0
157.4,48.2,17.5,27.0,157.0
153.0,44.8,16.3,32.0,158.0
181.0,71.8,8.3,60.0,220.0
176.1,82.2,21.4,36.0,191.0
176.7,79.74,11.1,49.0,253.0
159.6,52.3,30.0,35.0,158.0
169.4,71.2,17.08,44.0,200.0
171.1,68.4,18.5,52.0,232.0
171.3,85.7,31.9,36.0,191.0
162.7,66.5,25.3,34.0,182.0
179.1,102.2,30.5,14.0,162.0
172.8,66.5,23.1,52.0,203.0
157.8,63.4,38.8,0.0,137.0
155.8,59.7,34.3,21.0,125.0
174.5,74.0,22.3,37.0,211.0
172.2,71.1,26.1,26.0,186.0
164.1,60.5,27.7,47.0,173.0
182.3,80.3,18.9,31.0,175.0
177.5,77.6,23.1,46.0,258.0
168.7,62.14,27.6,30.0,161.0
167.4,62.5,20.1,59.0,203.0
168.3,72.4,16.9,56.0,215.0
158.8,59.64,40.1,15.0,135.0
186.3,74.4,13.6,53.0,214.0
180.1,79.2,16.8,47.0,183.0
167.5,55.66,29.7,36.0,157.0
174.1,72.6,19.5,49.0,184.0
175.1,74.2,25.5,41.0,198.0
175.6,69.0,19.7,45.0,214.0
160.8,59.6,33.9,12.0,141.0
166.7,65.9,16.0,58.0,231.0
162.2,61.5,10.9,55.0,247.0
170.4,68.7,14.4,59.0,240.0
167.3,55.9,8.6,48.0,179.0
164.1,59.5,23.2,31.0,109.0
172.4,91.0,35.9,19.0,154.0
159.5,67.32,36.0,22.0,150.0
179.0,73.8,13.7,50.0,225.0
165.4,62.0,31.1,31.0,170.0
168.6,59.1,31.4,13.0,154.0
178.3,87.2,27.1,37.0,220.0
181.5,83.5,22.6,52.0,217.0
181.4,88.9,17.7,65.0,265.0
167.1,67.1,16.5,61.0,221.0
158.7,63.0,38.6,14.0,118.0
156.8,57.3,26.8,38.0,153.0
160.3,46.8,25.6,17.0,126.0
172.9,72.0,11.9,56.0,234.0
165.0,61.6,19.0,38.0,173.0
177.2,68.0,13.0,59.0,233.0
162.4,65.8,27.6,23.0,160.0
162.2,48.3,14.1,25.0,172.0
157.6,48.8,32.1,38.0,160.0
163.4,59.7,15.8,42.0,211.0
169.0,69.0,23.0,27.0,224.0
172.6,73.0,29.4,32.0,190.0
182.0,83.9,17.8,56.0,240.0
157.3,50.9,21.4,40.0,185.0
160.1,53.8,26.8,41.0,177.0
172.1,62.3,26.8,24.0,187.0
161.3,51.6,23.4,39.0,176.0
169.9,54.2,24.9,21.0,133.0
176.1,78.5,20.9,42.0,205.0
170.5,72.0,22.9,39.0,230.0
171.2,73.1,19.3,45.0,209.0
170.0,63.0,25.9,35.0,190.0
165.6,58.6,32.0,24.0,156.0
160.6,50.9,22.4,42.0,191.0
156.7,55.5,32.3,23.0,140.0
154.3,45.0,29.3,26.0,146.0
166.7,59.4,12.4,53.0,195.0
164.1,58.3,29.7,47.0,174.0
173.8,74.3,21.3,64.0,223.0
160.2,55.6,20.4,29.0,135.0
179.3,77.8,25.9,33.0,191.0
175.9,77.3,20.9,35.0,190.0
173.0,66.2,16.7,57.0,235.0
168.4,65.8,20.6,29.0,223.0
176.6,78.0,14.1,64.0,244.0
168.2,56.2,19.45304,37.0,193.0
174.7,68.3,18.6,56.0,223.0
177.7,84.5,16.4,44.0,241.0
173.7,78.4,25.4,56.0,218.0
169.4,57.2,10.7,65.0,250.0
174.2,66.0,16.8,47.0,189.0
172.2,63.0,19.0,17.0,159.0
181.0,81.88,15.5,59.0,223.0
165.7,63.9,25.0,40.0,183.0
155.4,56.9,34.7,11.0,112.0
171.2,62.5,22.8,21.0,177.0
171.7,77.3,15.1,59.0,255.0
176.0,72.7,8.9,55.0,281.0
157.0,63.3,31.8,18.0,153.0
178.1,70.1,22.1,50.0,213.0
166.3,67.0,36.0,51.0,169.0
156.5,60.8,32.3,34.0,160.0
180.4,80.6,15.4,32.0,226.0
166.5,51.0,24.9,24.0,117.0
172.6,77.0,28.6,30.0,160.0
161.9,55.4,27.2,34.0,162.0
169.7,66.0,18.7,24.0,172.0
155.6,43.6,27.2,33.0,136.0
170.4,79.2,25.4,52.0,224.0
148.3,62.4,43.0,5.0,121.0
155.7,48.3,26.2,26.0,150.0
179.8,87.6,24.9,45.0,234.0
182.0,93.5,22.1,47.0,192.0
162.9,55.0,25.3,44.0,175.0
168.6,66.1,23.3,28.0,159.0
164.3,63.2,26.2,43.0,221.0
188.5,118.8,31.5,34.0,125.0
172.8,77.8,21.7,30.0,176.0
168.8,71.2,19.4,47.0,210.0
164.0,63.7,22.2,49.0,214.0
171.1,65.5,15.2,42.0,203.0
180.0,83.9,25.5,41.0,183.0
169.7,77.9,20.7,54.0,232.0
168.0,64.1,10.4,62.0,230.0
177.1,79.5,14.66,57.0,233.0
164.2,58.9,35.8,0.0,120.0
187.3,87.5,17.1,49.0,223.0
153.5,53.7,33.1,27.0,118.0
169.5,70.4,29.2,4.0,180.0
159.9,58.8,25.7,34.0,141.0
165.0,51.1,14.9,55.0,202.0
169.2,92.9,33.3,52.0,226.0
172.5,78.9,24.4,59.0,185.0
162.3,55.8,36.3,7.0,125.0
185.2,79.3,14.5,55.0,234.0
166.4,52.4,27.6,38.0,181.0
162.1,60.9,22.6,18.0,162.0
160.0,59.4,33.8,21.0,89.0
172.7,81.8,21.7,60.0,187.0
165.1,57.2,30.1,21.0,159.0
153.4,56.5,29.6,26.0,160.0
174.2,75.2,16.4,51.0,240.0
170.7,78.0,39.6,32.0,160.0
160.1,54.4,25.8,37.0,166.0
171.4,68.7,18.1,51.0,211.0
171.6,62.2,19.6,39.0,207.0
182.8,81.2,22.9,48.0,225.0
164.4,57.8,22.1,49.0,218.0
162.7,65.7,21.4,56.0,210.0
172.0,68.0,12.0,46.0,215.0
187.0,81.9,11.3,50.0,240.0
172.2,75.6,20.9,35.0,210.0
164.1,51.7,27.9,14.0,145.0
170.1,68.9,15.9,49.0,207.0
171.4,56.3,29.6,20.0,140.0
176.6,69.1,11.4,53.0,250.0
164.4,57.7,27.7,43.0,180.0
173.7,78.5,12.7,57.0,233.0
165.1,60.9,14.8,47.0,200.0
156.9,51.4,27.9,22.0,152.0
167.8,61.8,22.2,27.0,220.0
172.7,61.2,15.8,54.0,210.0
159.0,52.96,31.2,19.0,141.0
152.1,59.3,35.2,16.0,136.0
184.6,90.6,23.3,58.0,217.0
161.1,50.5,26.0,44.0,159.0
182.6,78.7,22.2,29.0,210.0
157.1,63.6,38.9,0.0,130.0
179.0,74.6,18.1,54.0,186.0
186.8,79.1,12.3,45.0,235.0
180.9,93.1,21.6,45.0,225.0
162.6,56.7,25.9,37.0,159.0
162.1,59.6,32.6,23.0,149.0
169.2,73.5,21.7,39.0,206.0
177.7,68.1,24.3,39.0,189.0
154.8,59.3,34.2,48.0,167.0
157.7,46.0,25.4,45.0,173.0
172.1,65.3,19.1,37.0,183.0
181.6,75.82,3.5,38.0,254.0
162.3,59.4,20.6,35.0,176.0
172.3,68.7,15.0,33.0,191.0
169.4,72.6,23.7,36.0,189.0
175.5,61.2,16.3,32.0,218.0
179.9,78.9,15.6,42.0,222.0
